drive_cycle,fuel_type,mpgde,mpgge,primary_fuel_range_mi
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-11-13.csv,diesel,11.88805,13.40253664,713.283
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-11-17.csv,diesel,9.16642,10.33418264,549.9852
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-11-18.csv,diesel,8.33665,9.398703495,500.199
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-12-01.csv,diesel,2.84821,3.211059752,170.8926
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-12-02.csv,diesel,7.46729,8.418590755,448.0374
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-12-09.csv,diesel,7.71658,8.699639233,462.9948
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-12-12.csv,diesel,8.78529,9.904498309,527.1174
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-12-14.csv,diesel,6.26799,7.066505073,376.0794
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2023-12-15.csv,diesel,7.45001,8.399109357,447.0006
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-06.csv,diesel,7.16097,8.0732469,429.6582
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-12.csv,diesel,7.4664,8.417587373,447.984
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-16.csv,diesel,5.02514,5.665321308,301.5084
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-20.csv,diesel,8.82815,9.952818489,529.689
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-25.csv,diesel,7.14641,8.056832018,428.7846
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-26.csv,diesel,7.25031,8.173968433,435.0186
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-27.csv,diesel,7.84268,8.841803833,470.5608
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-29.csv,diesel,7.09171,7.995163472,425.5026
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-30.csv,diesel,16.70583,18.83408117,1002.3498
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-01-31.csv,diesel,1.70244,1.919323563,102.1464
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-02.csv,diesel,7.11026,8.016076663,426.6156
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-07.csv,diesel,8.92169,10.05827508,535.3014
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-09.csv,diesel,8.32109,9.381161218,499.2654
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-14.csv,diesel,33.81498,38.12286359,2028.8988
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-15.csv,diesel,10.26021,11.5673168,615.6126
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-17.csv,diesel,7.99844,9.01740699,479.9064
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-21.csv,diesel,7.53743,8.497666291,452.2458
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-02-22.csv,diesel,8.21624,9.262953777,492.9744
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-02.csv,diesel,7.706,8.687711387,462.36
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-12.csv,diesel,34.87714,39.32033822,2092.6284
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-15.csv,diesel,8.0945,9.125704622,485.67
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-18.csv,diesel,22.02541,24.83135287,1321.5246
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-19.csv,diesel,7.69334,8.673438557,461.6004
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-20.csv,diesel,7.20083,8.118184893,432.0498
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-21.csv,diesel,7.63538,8.608094701,458.1228
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-27.csv,diesel,7.29192,8.220879369,437.5152
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-03-30.csv,diesel,8.19614,9.240293123,491.7684
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-04-02.csv,diesel,5.59419,6.30686584,335.6514
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-04-03.csv,diesel,7.97703,8.993269448,478.6218
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-04-05.csv,diesel,6.40035,7.21572717,384.021
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-04-09.csv,diesel,22.44551,25.30497182,1346.7306
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-04-18.csv,diesel,8.40803,9.479177001,504.4818
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-04-30.csv,diesel,13.95771,15.73586246,837.4626
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-05-02.csv,diesel,8.1958,9.239909808,491.748
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-05-31.csv,diesel,7.29306,8.2221646,437.5836
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-06-02.csv,diesel,4.44574,5.01210823,266.7444
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_2/Days2/C44_Steamboat_307_Diesel/C44_Steamboat_307_Diesel_2024-06-03.csv,diesel,8.62396,9.722615558,517.4376
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-09-08.csv,diesel,6.34702,7.155603157,380.8212
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-09-25.csv,diesel,2.00039,2.255231116,120.0234
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-03.csv,diesel,9.56065,10.77863585,573.639
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-05.csv,diesel,8.39454,9.463968433,503.6724
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-10.csv,diesel,8.68103,9.786956032,520.8618
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-11.csv,diesel,8.08589,9.115997745,485.1534
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-13.csv,diesel,8.03558,9.059278467,482.1348
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-14.csv,diesel,8.26273,9.315366404,495.7638
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-15.csv,diesel,7.39483,8.336899662,443.6898
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-17.csv,diesel,9.739,10.97970688,584.34
/Volumes/LaCie/Steamboat_ESB_data/CSV_2/ESB_2_1/Days2/C41_Steamboat_308_Diesel/C41_Steamboat_308_Diesel_2023-10-24.csv,diesel,8.42589,9.499312289,505.5534
